id,student_id,first_name,last_name,email,birth_date,hometown,math,literature,english,created_at,updated_at,avg_score,rank
71,SV071,Kieu,Thi AR,kieu071@student.edu.vn,2004-07-12,Bac Ninh,3.39,6.22,7.11,2026-01-06 14:21:42,2026-01-06 14:21:42,5.573333333333333,Trung bình
72,SV072,Dinh,Thi AF,dinh072@student.edu.vn,2003-08-22,Hai Duong,3.87,9.78,7.9,2026-01-06 14:21:42,2026-01-06 14:21:42,7.183333333333333,Khá
73,SV073,Vo,Thi AN,vo073@student.edu.vn,2006-06-25,Dong Nai,7.25,7.38,4.76,2026-01-06 14:21:42,2026-01-06 14:21:42,6.463333333333334,Trung bình
74,SV074,Vu,Van Y,vu074@student.edu.vn,2006-02-15,Phu Yen,5.11,6.93,7.05,2026-01-06 14:21:42,2026-01-06 14:21:42,6.363333333333333,Trung bình
75,SV075,Pham,Van C,pham075@student.edu.vn,2005-01-09,Kien Giang,5.54,8.78,6.96,2026-01-06 14:21:42,2026-01-06 14:21:42,7.093333333333334,Khá
76,SV076,Hoang,Thi H,hoang076@student.edu.vn,2002-10-31,Phu Quoc,9.22,7.17,9.44,2026-01-06 14:21:42,2026-01-06 14:21:42,8.61,Giỏi
77,SV077,Pham,Thi AH,pham077@student.edu.vn,2002-09-14,Tra Vinh,8.76,3.42,4.93,2026-01-06 14:21:42,2026-01-06 14:21:42,5.703333333333333,Trung bình
78,SV078,Vu,Van P,vu078@student.edu.vn,2005-01-24,Tien Giang,7.62,8.54,6.08,2026-01-06 14:21:42,2026-01-06 14:21:42,7.413333333333334,Khá
79,SV079,Nguyen,Van AQ,nguyen079@student.edu.vn,2007-11-12,Ben Tre,9.77,8.01,8.75,2026-01-06 14:21:42,2026-01-06 14:21:42,8.843333333333334,Giỏi
80,SV080,Tran,Van AK,tran080@student.edu.vn,2004-05-06,Ha Noi,9.37,7.31,9.4,2026-01-06 14:21:42,2026-01-06 14:21:42,8.693333333333333,Giỏi
81,SV081,Vo,Van B,vo081@student.edu.vn,2003-02-20,Dong Nai,3.54,6.02,8.77,2026-01-06 14:21:42,2026-01-06 14:21:42,6.109999999999999,Trung bình
82,SV082,Tran,Van AQ,tran082@student.edu.vn,2004-11-14,Can Tho,8.07,9.18,8.95,2026-01-06 14:21:42,2026-01-06 14:21:42,8.733333333333333,Giỏi
83,SV083,Hoang,Thi AH,hoang083@student.edu.vn,2007-07-07,Hai Phong,4.13,9.91,9.88,2026-01-06 14:21:42,2026-01-06 14:21:42,7.973333333333334,Khá
84,SV084,Dang,Thi AN,dang084@student.edu.vn,2002-05-19,Tien Giang,8.32,6.83,3.15,2026-01-06 14:21:42,2026-01-06 14:21:42,6.1000000000000005,Trung bình
85,SV085,Ly,Van Y,ly085@student.edu.vn,2002-08-23,Ben Tre,9.84,7.63,7.0,2026-01-06 14:21:42,2026-01-06 14:21:42,8.156666666666666,Giỏi
86,SV086,Cao,Thi AB,cao086@student.edu.vn,2004-11-12,Yen Bai,8.8,7.12,6.59,2026-01-06 14:21:42,2026-01-06 14:21:42,7.503333333333334,Khá
87,SV087,Dinh,Van N,dinh087@student.edu.vn,2002-08-17,Kien Giang,9.69,3.47,6.49,2026-01-06 14:21:42,2026-01-06 14:21:42,6.55,Khá
88,SV088,Pham,Thi Z,pham088@student.edu.vn,2003-05-22,Ha Tinh,6.63,9.18,9.02,2026-01-06 14:21:42,2026-01-06 14:21:42,8.276666666666666,Giỏi
89,SV089,Nguyen,Van W,nguyen089@student.edu.vn,2001-09-03,Bac Lieu,8.76,5.88,7.64,2026-01-06 14:21:42,2026-01-06 14:21:42,7.426666666666667,Khá
90,SV090,Ta,Van I,ta090@student.edu.vn,2005-08-30,Vinh Long,4.06,7.32,5.72,2026-01-06 14:21:42,2026-01-06 14:21:42,5.699999999999999,Trung bình
101,SV001,Active,Shine,shineactive68@gmail.com,2008-01-02,Cam Khe,2.0,3.0,3.94,2026-01-06 14:22:51,2026-01-06 14:22:51,2.98,Yếu
